"timetable_id","route_id","direction_id","start_date","end_date","monday","tuesday","wednesday","thursday","friday","saturday","sunday","start_time","end_time","timetable_label","service_notes","orientation","timetable_page_id","timetable_sequence","direction_name","include_exceptions","show_trip_continuation"
"17","102U","0","20251010","20251130","0","0","0","0","0","1","0","","","DIREZIONE: NAVETTA CIMITERO PARCO","sabato","horizontal","102U_Di","1","","0","0"
"18","102U","0","20251010","20251130","0","0","0","0","0","0","1","","","DIREZIONE: NAVETTA CIMITERO PARCO","domenica e festivi","horizontal","102U_Di","2","","0","0"
"19","1068E","1","20251010","20251130","1","1","1","1","1","0","0","","","DIREZIONE: Collegno - Condove","dal lunedì al venerdì","horizontal","1068E_As","0","","0","0"
"20","1068E","1","20251010","20251130","0","0","0","0","0","1","0","","","DIREZIONE: Collegno - Condove","sabato","horizontal","1068E_As","1","","0","0"
"21","1068E","1","20251010","20251130","0","0","0","0","0","0","1","","","DIREZIONE: Collegno - Condove","domenica e festivi","horizontal","1068E_As","2","","0","0"
"22","1068E","0","20251010","20251130","1","1","1","1","1","0","0","","","DIREZIONE: Collegno - Condove","dal lunedì al venerdì","horizontal","1068E_Di","0","","0","0"
"23","1068E","0","20251010","20251130","0","0","0","0","0","1","0","","","DIREZIONE: Collegno - Condove","sabato","horizontal","1068E_Di","1","","0","0"
"24","1068E","0","20251010","20251130","0","0","0","0","0","0","1","","","DIREZIONE: Collegno - Condove","domenica e festivi","horizontal","1068E_Di","2","","0","0"
"25","1085E","1","20251010","20251130","1","1","1","1","1","0","0","","","DIREZIONE: Torino - Fiat Rivalta","dal lunedì al venerdì","horizontal","1085E_As","0","","0","0"
"26","1085E","1","20251010","20251130","0","0","0","0","0","1","0","","","DIREZIONE: Torino - Fiat Rivalta","sabato","horizontal","1085E_As","1","","0","0"
"27","1085E","1","20251010","20251130","0","0","0","0","0","0","1","","","DIREZIONE: Torino - Fiat Rivalta","domenica e festivi","horizontal","1085E_As","2","","0","0"
"28","1085E","0","20251010","20251130","1","1","1","1","1","0","0","","","DIREZIONE: Fiat Rivalta - Torino","dal lunedì al venerdì","horizontal","1085E_Di","0","","0","0"
"29","1085E","0","20251010","20251130","0","0","0","0","0","1","0","","","DIREZIONE: Fiat Rivalta - Torino","sabato","horizontal","1085E_Di","1","","0","0"
"30","1085E","0","20251010","20251130","0","0","0","0","0","0","1","","","DIREZIONE: Fiat Rivalta - Torino","domenica e festivi","horizontal","1085E_Di","2","","0","0"
"31","1086E","1","20251010","20251130","1","1","1","1","1","0","0","","","DIREZIONE: Giaveno - Trana - Rivoli","dal lunedì al venerdì","horizontal","1086E_As","0","","0","0"
"32","1086E","1","20251010","20251130","0","0","0","0","0","1","0","","","DIREZIONE: Giaveno - Trana - Rivoli","sabato","horizontal","1086E_As","1","","0","0"
"33","1086E","1","20251010","20251130","0","0","0","0","0","0","1","","","DIREZIONE: Giaveno - Trana - Rivoli","domenica e festivi","horizontal","1086E_As","2","","0","0"
"34","1086E","0","20251010","20251130","1","1","1","1","1","0","0","","","DIREZIONE: Rivoli - Trana - Giaveno","dal lunedì al venerdì","horizontal","1086E_Di","0","","0","0"
"35","1086E","0","20251010","20251130","0","0","0","0","0","1","0","","","DIREZIONE: Rivoli - Trana - Giaveno","sabato","horizontal","1086E_Di","1","","0","0"
"36","1086E","0","20251010","20251130","0","0","0","0","0","0","1","","","DIREZIONE: Rivoli - Trana - Giaveno","domenica e festivi","horizontal","1086E_Di","2","","0","0"
"37","1087E","1","20251010","20251130","1","1","1","1","1","0","0","","","DIREZIONE: Ferriera - Avigliana - Rivoli","dal lunedì al venerdì","horizontal","1087E_As","0","","0","0"
"38","1087E","1","20251010","20251130","0","0","0","0","0","1","0","","","DIREZIONE: Ferriera - Avigliana - Rivoli","sabato","horizontal","1087E_As","1","","0","0"
"39","1087E","1","20251010","20251130","0","0","0","0","0","0","1","","","DIREZIONE: Ferriera - Avigliana - Rivoli","domenica e festivi","horizontal","1087E_As","2","","0","0"
"40","1087E","0","20251010","20251130","1","1","1","1","1","0","0","","","DIREZIONE: Rivoli - Avigliana - Ferriera","dal lunedì al venerdì","horizontal","1087E_Di","0","","0","0"
"41","1087E","0","20251010","20251130","0","0","0","0","0","1","0","","","DIREZIONE: Rivoli - Avigliana - Ferriera","sabato","horizontal","1087E_Di","1","","0","0"
"42","1087E","0","20251010","20251130","0","0","0","0","0","0","1","","","DIREZIONE: Rivoli - Avigliana - Ferriera","domenica e festivi","horizontal","1087E_Di","2","","0","0"
"43","1091E","1","20251010","20251130","1","1","1","1","1","0","0","","","DIREZIONE: Collegno - Rubiana","dal lunedì al venerdì","horizontal","1091E_As","0","","0","0"
"44","1091E","1","20251010","20251130","0","0","0","0","0","1","0","","","DIREZIONE: Collegno - Rubiana","sabato","horizontal","1091E_As","1","","0","0"
"45","1091E","1","20251010","20251130","0","0","0","0","0","0","1","","","DIREZIONE: Collegno - Rubiana","domenica e festivi","horizontal","1091E_As","2","","0","0"
"46","1091E","0","20251010","20251130","1","1","1","1","1","0","0","","","DIREZIONE: Collegno - Rubiana","dal lunedì al venerdì","horizontal","1091E_Di","0","","0","0"
"47","1091E","0","20251010","20251130","0","0","0","0","0","1","0","","","DIREZIONE: Collegno - Rubiana","sabato","horizontal","1091E_Di","1","","0","0"
"48","1091E","0","20251010","20251130","0","0","0","0","0","0","1","","","DIREZIONE: Collegno - Rubiana","domenica e festivi","horizontal","1091E_Di","2","","0","0"
"49","1099E","1","20251010","20251130","1","1","1","1","1","0","0","","","DIREZIONE: Servizio Atipico Chiusa San Michele - Condove","dal lunedì al venerdì","horizontal","1099E_As","0","","0","0"
"50","1099E","1","20251010","20251130","0","0","0","0","0","1","0","","","DIREZIONE: Servizio Atipico Chiusa San Michele - Condove","sabato","horizontal","1099E_As","1","","0","0"
"51","1099E","1","20251010","20251130","0","0","0","0","0","0","1","","","DIREZIONE: Servizio Atipico Chiusa San Michele - Condove","domenica e festivi","horizontal","1099E_As","2","","0","0"
"52","1099E","0","20251010","20251130","1","1","1","1","1","0","0","","","DIREZIONE: Servizio Atipico Condove - Chiusa San Michele","dal lunedì al venerdì","horizontal","1099E_Di","0","","0","0"
"53","1099E","0","20251010","20251130","0","0","0","0","0","1","0","","","DIREZIONE: Servizio Atipico Condove - Chiusa San Michele","sabato","horizontal","1099E_Di","1","","0","0"
"54","1099E","0","20251010","20251130","0","0","0","0","0","0","1","","","DIREZIONE: Servizio Atipico Condove - Chiusa San Michele","domenica e festivi","horizontal","1099E_Di","2","","0","0"
"55","10NU","1","20251010","20251130","1","1","1","1","1","0","0","04:00:00","07:00:00","DIREZIONE: PIAZZA XVIII DICEMBRE, PASSAGGI MATTUTINI","frequenza","horizontal","10NU_As","0","","0","0"
"56","10NU","1","20251010","20251130","1","1","1","1","1","0","0","21:00:00","27:00:00","DIREZIONE: PIAZZA XVIII DICEMBRE, PASSAGGI SERALI","frequenza","horizontal","10NU_As","1","","0","0"
"57","10NU","1","20251010","20251130","0","0","0","0","0","1","0","04:00:00","07:00:00","DIREZIONE: PIAZZA XVIII DICEMBRE, PASSAGGI MATTUTINI","frequenza","horizontal","10NU_As","2","","0","0"
"58","10NU","1","20251010","20251130","0","0","0","0","0","1","0","21:00:00","27:00:00","DIREZIONE: PIAZZA XVIII DICEMBRE, PASSAGGI SERALI","frequenza","horizontal","10NU_As","3","","0","0"
"59","10NU","1","20251010","20251130","0","0","0","0","0","0","1","04:00:00","09:00:00","DIREZIONE: PIAZZA XVIII DICEMBRE, PASSAGGI MATTUTINI","frequenza","horizontal","10NU_As","4","","0","0"
"60","10NU","1","20251010","20251130","0","0","0","0","0","0","1","21:00:00","27:00:00","DIREZIONE: PIAZZA XVIII DICEMBRE, PASSAGGI SERALI","frequenza","horizontal","10NU_As","5","","0","0"
"61","10NU","0","20251010","20251130","1","1","1","1","1","0","0","04:00:00","07:00:00","DIREZIONE: VIA MASSARI, PASSAGGI MATTUTINI","frequenza","horizontal","10NU_Di","0","","0","0"
"62","10NU","0","20251010","20251130","1","1","1","1","1","0","0","21:00:00","27:00:00","DIREZIONE: VIA MASSARI, PASSAGGI SERALI","frequenza","horizontal","10NU_Di","1","","0","0"
"63","10NU","0","20251010","20251130","0","0","0","0","0","1","0","04:00:00","07:00:00","DIREZIONE: VIA MASSARI, PASSAGGI MATTUTINI","frequenza","horizontal","10NU_Di","2","","0","0"
"64","10NU","0","20251010","20251130","0","0","0","0","0","1","0","21:00:00","27:00:00","DIREZIONE: VIA MASSARI, PASSAGGI SERALI","frequenza","horizontal","10NU_Di","3","","0","0"
"65","10NU","0","20251010","20251130","0","0","0","0","0","0","1","04:00:00","09:00:00","DIREZIONE: VIA MASSARI, PASSAGGI MATTUTINI","frequenza","horizontal","10NU_Di","4","","0","0"
"66","10NU","0","20251010","20251130","0","0","0","0","0","0","1","21:00:00","27:00:00","DIREZIONE: VIA MASSARI, PASSAGGI SERALI","frequenza","horizontal","10NU_Di","5","","0","0"
"67","11U","1","20251010","20251130","1","1","1","1","1","0","0","04:00:00","07:00:00","DIREZIONE: C. STATI UNITI Fer./VIA ALLASON Fest., PASSAGGI MATTUTINI","frequenza","horizontal","11U_As","0","","0","0"
"68","11U","1","20251010","20251130","1","1","1","1","1","0","0","21:00:00","27:00:00","DIREZIONE: C. STATI UNITI Fer./VIA ALLASON Fest., PASSAGGI SERALI","frequenza","horizontal","11U_As","1","","0","0"
"69","11U","1","20251010","20251130","0","0","0","0","0","1","0","04:00:00","07:00:00","DIREZIONE: C. STATI UNITI Fer./VIA ALLASON Fest., PASSAGGI MATTUTINI","frequenza","horizontal","11U_As","2","","0","0"
"70","11U","1","20251010","20251130","0","0","0","0","0","1","0","21:00:00","27:00:00","DIREZIONE: C. STATI UNITI Fer./VIA ALLASON Fest., PASSAGGI SERALI","frequenza","horizontal","11U_As","3","","0","0"
"71","11U","1","20251010","20251130","0","0","0","0","0","0","1","04:00:00","09:00:00","DIREZIONE: C. STATI UNITI Fer./VIA ALLASON Fest., PASSAGGI MATTUTINI","frequenza","horizontal","11U_As","4","","0","0"
"72","11U","1","20251010","20251130","0","0","0","0","0","0","1","21:00:00","27:00:00","DIREZIONE: C. STATI UNITI Fer./VIA ALLASON Fest., PASSAGGI SERALI","frequenza","horizontal","11U_As","5","","0","0"
"73","11U","0","20251010","20251130","1","1","1","1","1","0","0","04:00:00","07:00:00","DIREZIONE: VIA LEOPARDI (VENARIA), PASSAGGI MATTUTINI","frequenza","horizontal","11U_Di","0","","0","0"
"74","11U","0","20251010","20251130","1","1","1","1","1","0","0","21:00:00","27:00:00","DIREZIONE: VIA LEOPARDI (VENARIA), PASSAGGI SERALI","frequenza","horizontal","11U_Di","1","","0","0"
"75","11U","0","20251010","20251130","0","0","0","0","0","1","0","04:00:00","07:00:00","DIREZIONE: VIA LEOPARDI (VENARIA), PASSAGGI MATTUTINI","frequenza","horizontal","11U_Di","2","","0","0"
"76","11U","0","20251010","20251130","0","0","0","0","0","1","0","21:00:00","27:00:00","DIREZIONE: VIA LEOPARDI (VENARIA), PASSAGGI SERALI","frequenza","horizontal","11U_Di","3","","0","0"
"77","11U","0","20251010","20251130","0","0","0","0","0","0","1","04:00:00","09:00:00","DIREZIONE: VIA LEOPARDI (VENARIA), PASSAGGI MATTUTINI","frequenza","horizontal","11U_Di","4","","0","0"
"78","11U","0","20251010","20251130","0","0","0","0","0","0","1","21:00:00","27:00:00","DIREZIONE: VIA LEOPARDI (VENARIA), PASSAGGI SERALI","frequenza","horizontal","11U_Di","5","","0","0"
"79","1128E","1","20251010","20251130","1","1","1","1","1","0","0","","","DIREZIONE: Borgata Adrit - San Giorio - Bussoleno","dal lunedì al venerdì","horizontal","1128E_As","0","","0","0"
"80","1128E","1","20251010","20251130","0","0","0","0","0","1","0","","","DIREZIONE: Borgata Adrit - San Giorio - Bussoleno","sabato","horizontal","1128E_As","1","","0","0"
"81","1128E","1","20251010","20251130","0","0","0","0","0","0","1","","","DIREZIONE: Borgata Adrit - San Giorio - Bussoleno","domenica e festivi","horizontal","1128E_As","2","","0","0"
"82","1128E","0","20251010","20251130","1","1","1","1","1","0","0","","","DIREZIONE: Bussoleno - San Giorio - Borgata Adrit","dal lunedì al venerdì","horizontal","1128E_Di","0","","0","0"
"83","1128E","0","20251010","20251130","0","0","0","0","0","1","0","","","DIREZIONE: Bussoleno - San Giorio - Borgata Adrit","sabato","horizontal","1128E_Di","1","","0","0"
"84","1128E","0","20251010","20251130","0","0","0","0","0","0","1","","","DIREZIONE: Bussoleno - San Giorio - Borgata Adrit","domenica e festivi","horizontal","1128E_Di","2","","0","0"
"85","12U","1","20251010","20251130","1","1","1","1","1","0","0","04:00:00","07:00:00","DIREZIONE: C. VITTORIO EMANUELE II, PASSAGGI MATTUTINI","frequenza","horizontal","12U_As","0","","0","0"
"86","12U","1","20251010","20251130","1","1","1","1","1","0","0","21:00:00","27:00:00","DIREZIONE: C. VITTORIO EMANUELE II, PASSAGGI SERALI","frequenza","horizontal","12U_As","1","","0","0"
"87","12U","1","20251010","20251130","0","0","0","0","0","1","0","04:00:00","07:00:00","DIREZIONE: C. VITTORIO EMANUELE II, PASSAGGI MATTUTINI","frequenza","horizontal","12U_As","2","","0","0"
"88","12U","1","20251010","20251130","0","0","0","0","0","1","0","21:00:00","27:00:00","DIREZIONE: C. VITTORIO EMANUELE II, PASSAGGI SERALI","frequenza","horizontal","12U_As","3","","0","0"
"89","12U","1","20251010","20251130","0","0","0","0","0","0","1","04:00:00","09:00:00","DIREZIONE: C. VITTORIO EMANUELE II, PASSAGGI MATTUTINI","frequenza","horizontal","12U_As","4","","0","0"
"90","12U","1","20251010","20251130","0","0","0","0","0","0","1","21:00:00","27:00:00","DIREZIONE: C. VITTORIO EMANUELE II, PASSAGGI SERALI","frequenza","horizontal","12U_As","5","","0","0"
"91","12U","0","20251010","20251130","1","1","1","1","1","0","0","04:00:00","07:00:00","DIREZIONE: VIA ALLASON, PASSAGGI MATTUTINI","frequenza","horizontal","12U_Di","0","","0","0"
"92","12U","0","20251010","20251130","1","1","1","1","1","0","0","21:00:00","27:00:00","DIREZIONE: VIA ALLASON, PASSAGGI SERALI","frequenza","horizontal","12U_Di","1","","0","0"
"93","12U","0","20251010","20251130","0","0","0","0","0","1","0","04:00:00","07:00:00","DIREZIONE: VIA ALLASON, PASSAGGI MATTUTINI","frequenza","horizontal","12U_Di","2","","0","0"
"94","12U","0","20251010","20251130","0","0","0","0","0","1","0","21:00:00","27:00:00","DIREZIONE: VIA ALLASON, PASSAGGI SERALI","frequenza","horizontal","12U_Di","3","","0","0"
"95","12U","0","20251010","20251130","0","0","0","0","0","0","1","04:00:00","09:00:00","DIREZIONE: VIA ALLASON, PASSAGGI MATTUTINI","frequenza","horizontal","12U_Di","4","","0","0"
"96","12U","0","20251010","20251130","0","0","0","0","0","0","1","21:00:00","27:00:00","DIREZIONE: VIA ALLASON, PASSAGGI SERALI","frequenza","horizontal","12U_Di","5","","0","0"
"97","1224E","1","20251010","20251130","1","1","1","1","1","0","0","","","DIREZIONE: Bussoleno - Avigliana - Rivoli","dal lunedì al venerdì","horizontal","1224E_As","0","","0","0"
"98","1224E","1","20251010","20251130","0","0","0","0","0","1","0","","","DIREZIONE: Bussoleno - Avigliana - Rivoli","sabato","horizontal","1224E_As","1","","0","0"
"99","1224E","1","20251010","20251130","0","0","0","0","0","0","1","","","DIREZIONE: Bussoleno - Avigliana - Rivoli","domenica e festivi","horizontal","1224E_As","2","","0","0"
"100","1224E","0","20251010","20251130","1","1","1","1","1","0","0","","","DIREZIONE: Rivoli - Avigliana - Bussoleno","dal lunedì al venerdì","horizontal","1224E_Di","0","","0","0"
"101","1224E","0","20251010","20251130","0","0","0","0","0","1","0","","","DIREZIONE: Rivoli - Avigliana - Bussoleno","sabato","horizontal","1224E_Di","1","","0","0"
"102","1224E","0","20251010","20251130","0","0","0","0","0","0","1","","","DIREZIONE: Rivoli - Avigliana - Bussoleno","domenica e festivi","horizontal","1224E_Di","2","","0","0"
"103","13U","1","20251010","20251130","1","1","1","1","1","0","0","04:00:00","07:00:00","DIREZIONE: PIAZZA GRAN MADRE, PASSAGGI MATTUTINI","frequenza","horizontal","13U_As","0","","0","0"
"104","13U","1","20251010","20251130","1","1","1","1","1","0","0","21:00:00","27:00:00","DIREZIONE: PIAZZA GRAN MADRE, PASSAGGI SERALI","frequenza","horizontal","13U_As","1","","0","0"
"105","13U","1","20251010","20251130","0","0","0","0","0","1","0","04:00:00","07:00:00","DIREZIONE: PIAZZA GRAN MADRE, PASSAGGI MATTUTINI","frequenza","horizontal","13U_As","2","","0","0"
"106","13U","1","20251010","20251130","0","0","0","0","0","1","0","21:00:00","27:00:00","DIREZIONE: PIAZZA GRAN MADRE, PASSAGGI SERALI","frequenza","horizontal","13U_As","3","","0","0"
"107","13U","1","20251010","20251130","0","0","0","0","0","0","1","04:00:00","09:00:00","DIREZIONE: PIAZZA GRAN MADRE, PASSAGGI MATTUTINI","frequenza","horizontal","13U_As","4","","0","0"
"108","13U","1","20251010","20251130","0","0","0","0","0","0","1","21:00:00","27:00:00","DIREZIONE: PIAZZA GRAN MADRE, PASSAGGI SERALI","frequenza","horizontal","13U_As","5","","0","0"
"109","13U","0","20251010","20251130","1","1","1","1","1","0","0","04:00:00","07:00:00","DIREZIONE: PIAZZA CAMPANELLA, PASSAGGI MATTUTINI","frequenza","horizontal","13U_Di","0","","0","0"
"110","13U","0","20251010","20251130","1","1","1","1","1","0","0","21:00:00","27:00:00","DIREZIONE: PIAZZA CAMPANELLA, PASSAGGI SERALI","frequenza","horizontal","13U_Di","1","","0","0"
"111","13U","0","20251010","20251130","0","0","0","0","0","1","0","04:00:00","07:00:00","DIREZIONE: PIAZZA CAMPANELLA, PASSAGGI MATTUTINI","frequenza","horizontal","13U_Di","2","","0","0"
"112","13U","0","20251010","20251130","0","0","0","0","0","1","0","21:00:00","27:00:00","DIREZIONE: PIAZZA CAMPANELLA, PASSAGGI SERALI","frequenza","horizontal","13U_Di","3","","0","0"
"113","13U","0","20251010","20251130","0","0","0","0","0","0","1","04:00:00","09:00:00","DIREZIONE: PIAZZA CAMPANELLA, PASSAGGI MATTUTINI","frequenza","horizontal","13U_Di","4","","0","0"
"114","13U","0","20251010","20251130","0","0","0","0","0","0","1","21:00:00","27:00:00","DIREZIONE: PIAZZA CAMPANELLA, PASSAGGI SERALI","frequenza","horizontal","13U_Di","5","","0","0"
"115","132U","1","20251010","20251130","1","1","1","1","1","0","0","","","DIREZIONE: PIAZZA ROBOTTI (ALPIGNANO)","dal lunedì al venerdì","horizontal","132U_As","0","","0","0"
"116","132U","1","20251010","20251130","0","0","0","0","0","1","0","","","DIREZIONE: PIAZZA ROBOTTI (ALPIGNANO)","sabato","horizontal","132U_As","1","","0","0"
"117","132U","1","20251010","20251130","0","0","0","0","0","0","1","","","DIREZIONE: PIAZZA ROBOTTI (ALPIGNANO)","domenica e festivi","horizontal","132U_As","2","","0","0"
"118","132U","0","20251010","20251130","1","1","1","1","1","0","0","","","DIREZIONE: VIA DE AMICIS (COLLEGNO)","dal lunedì al venerdì","horizontal","132U_Di","0","","0","0"
"119","132U","0","20251010","20251130","0","0","0","0","0","1","0","","","DIREZIONE: VIA DE AMICIS (COLLEGNO)","sabato","horizontal","132U_Di","1","","0","0"
"120","132U","0","20251010","20251130","0","0","0","0","0","0","1","","","DIREZIONE: VIA DE AMICIS (COLLEGNO)","domenica e festivi","horizontal","132U_Di","2","","0","0"
"121","14U","1","20251010","20251130","1","1","1","1","1","0","0","","","DIREZIONE: PIAZZA SOLFERINO ","dal lunedì al venerdì","horizontal","14U_As","0","","0","0"
"122","14U","1","20251010","20251130","0","0","0","0","0","1","0","","","DIREZIONE: PIAZZA SOLFERINO ","sabato","horizontal","14U_As","1","","0","0"
"123","14U","1","20251010","20251130","0","0","0","0","0","0","1","","","DIREZIONE: PIAZZA SOLFERINO ","domenica e festivi","horizontal","14U_As","2","","0","0"
"124","14U","0","20251010","20251130","1","1","1","1","1","0","0","","","DIREZIONE: VIA AMENDOLA (NICHELINO)","dal lunedì al venerdì","horizontal","14U_Di","0","","0","0"
"125","14U","0","20251010","20251130","0","0","0","0","0","1","0","","","DIREZIONE: VIA AMENDOLA (NICHELINO)","sabato","horizontal","14U_Di","1","","0","0"
"126","14U","0","20251010","20251130","0","0","0","0","0","0","1","","","DIREZIONE: VIA AMENDOLA (NICHELINO)","domenica e festivi","horizontal","14U_Di","2","","0","0"
"127","1432E","1","20251010","20251130","1","1","1","1","1","0","0","","","DIREZIONE: None - Alpignano (Linea di Gronda)","dal lunedì al venerdì","horizontal","1432E_As","0","","0","0"
"128","1432E","1","20251010","20251130","0","0","0","0","0","1","0","","","DIREZIONE: None - Alpignano (Linea di Gronda)","sabato","horizontal","1432E_As","1","","0","0"
"129","1432E","1","20251010","20251130","0","0","0","0","0","0","1","","","DIREZIONE: None - Alpignano (Linea di Gronda)","domenica e festivi","horizontal","1432E_As","2","","0","0"
"130","1432E","0","20251010","20251130","1","1","1","1","1","0","0","","","DIREZIONE: Alpignano - None (Linea di Gronda)","dal lunedì al venerdì","horizontal","1432E_Di","0","","0","0"
"131","1432E","0","20251010","20251130","0","0","0","0","0","1","0","","","DIREZIONE: Alpignano - None (Linea di Gronda)","sabato","horizontal","1432E_Di","1","","0","0"
"132","1432E","0","20251010","20251130","0","0","0","0","0","0","1","","","DIREZIONE: Alpignano - None (Linea di Gronda)","domenica e festivi","horizontal","1432E_Di","2","","0","0"
"133","1435E","1","20251010","20251130","1","1","1","1","1","0","0","","","DIREZIONE: Torino - C.A.A.T. - SITO","dal lunedì al venerdì","horizontal","1435E_As","0","","0","0"
"134","1435E","1","20251010","20251130","0","0","0","0","0","1","0","","","DIREZIONE: Torino - C.A.A.T. - SITO","sabato","horizontal","1435E_As","1","","0","0"
"135","1435E","1","20251010","20251130","0","0","0","0","0","0","1","","","DIREZIONE: Torino - C.A.A.T. - SITO","domenica e festivi","horizontal","1435E_As","2","","0","0"
"136","1435E","0","20251010","20251130","1","1","1","1","1","0","0","","","DIREZIONE: SITO - C.A.A.T. - Torino","dal lunedì al venerdì","horizontal","1435E_Di","0","","0","0"
"137","1435E","0","20251010","20251130","0","0","0","0","0","1","0","","","DIREZIONE: SITO - C.A.A.T. - Torino","sabato","horizontal","1435E_Di","1","","0","0"
"138","1435E","0","20251010","20251130","0","0","0","0","0","0","1","","","DIREZIONE: SITO - C.A.A.T. - Torino","domenica e festivi","horizontal","1435E_Di","2","","0","0"
"139","1442E","1","20251010","20251130","1","1","1","1","1","0","0","","","DIREZIONE: Nichelino - Torino - Ferriera (Stab. Teksid)","dal lunedì al venerdì","horizontal","1442E_As","0","","0","0"
"140","1442E","1","20251010","20251130","0","0","0","0","0","1","0","","","DIREZIONE: Nichelino - Torino - Ferriera (Stab. Teksid)","sabato","horizontal","1442E_As","1","","0","0"
"141","1442E","1","20251010","20251130","0","0","0","0","0","0","1","","","DIREZIONE: Nichelino - Torino - Ferriera (Stab. Teksid)","domenica e festivi","horizontal","1442E_As","2","","0","0"
"142","1442E","0","20251010","20251130","1","1","1","1","1","0","0","","","DIREZIONE: Ferriera (Stab. Teksid) - Torino - Nichelino","dal lunedì al venerdì","horizontal","1442E_Di","0","","0","0"
"143","1442E","0","20251010","20251130","0","0","0","0","0","1","0","","","DIREZIONE: Ferriera (Stab. Teksid) - Torino - Nichelino","sabato","horizontal","1442E_Di","1","","0","0"
"144","1442E","0","20251010","20251130","0","0","0","0","0","0","1","","","DIREZIONE: Ferriera (Stab. Teksid) - Torino - Nichelino","domenica e festivi","horizontal","1442E_Di","2","","0","0"
"145","15U","1","20251010","20251130","1","1","1","1","1","0","0","04:00:00","07:00:00","DIREZIONE: PIAZZA CORIOLANO, PASSAGGI MATTUTINI","frequenza","horizontal","15U_As","0","","0","0"
"146","15U","1","20251010","20251130","1","1","1","1","1","0","0","21:00:00","27:00:00","DIREZIONE: PIAZZA CORIOLANO, PASSAGGI SERALI","frequenza","horizontal","15U_As","1","","0","0"
"147","15U","1","20251010","20251130","0","0","0","0","0","1","0","04:00:00","07:00:00","DIREZIONE: PIAZZA CORIOLANO, PASSAGGI MATTUTINI","frequenza","horizontal","15U_As","2","","0","0"
"148","15U","1","20251010","20251130","0","0","0","0","0","1","0","21:00:00","27:00:00","DIREZIONE: PIAZZA CORIOLANO, PASSAGGI SERALI","frequenza","horizontal","15U_As","3","","0","0"
"149","15U","1","20251010","20251130","0","0","0","0","0","0","1","04:00:00","09:00:00","DIREZIONE: PIAZZA CORIOLANO, PASSAGGI MATTUTINI","frequenza","horizontal","15U_As","4","","0","0"
"150","15U","1","20251010","20251130","0","0","0","0","0","0","1","21:00:00","27:00:00","DIREZIONE: PIAZZA CORIOLANO, PASSAGGI SERALI","frequenza","horizontal","15U_As","5","","0","0"
"151","15U","0","20251010","20251130","1","1","1","1","1","0","0","04:00:00","07:00:00","DIREZIONE: VIA BRISSOGNE , PASSAGGI MATTUTINI","frequenza","horizontal","15U_Di","0","","0","0"
"152","15U","0","20251010","20251130","1","1","1","1","1","0","0","21:00:00","27:00:00","DIREZIONE: VIA BRISSOGNE , PASSAGGI SERALI","frequenza","horizontal","15U_Di","1","","0","0"
"153","15U","0","20251010","20251130","0","0","0","0","0","1","0","04:00:00","07:00:00","DIREZIONE: VIA BRISSOGNE , PASSAGGI MATTUTINI","frequenza","horizontal","15U_Di","2","","0","0"
"154","15U","0","20251010","20251130","0","0","0","0","0","1","0","21:00:00","27:00:00","DIREZIONE: VIA BRISSOGNE , PASSAGGI SERALI","frequenza","horizontal","15U_Di","3","","0","0"
"155","15U","0","20251010","20251130","0","0","0","0","0","0","1","04:00:00","09:00:00","DIREZIONE: VIA BRISSOGNE , PASSAGGI MATTUTINI","frequenza","horizontal","15U_Di","4","","0","0"
"156","15U","0","20251010","20251130","0","0","0","0","0","0","1","21:00:00","27:00:00","DIREZIONE: VIA BRISSOGNE , PASSAGGI SERALI","frequenza","horizontal","15U_Di","5","","0","0"
"157","1510E","1","20251010","20251130","1","1","1","1","1","0","0","","","DIREZIONE: Torino - Orbassano - Cumiana","dal lunedì al venerdì","horizontal","1510E_As","0","","0","0"
"158","1510E","1","20251010","20251130","0","0","0","0","0","1","0","","","DIREZIONE: Torino - Orbassano - Cumiana","sabato","horizontal","1510E_As","1","","0","0"
"159","1510E","1","20251010","20251130","0","0","0","0","0","0","1","","","DIREZIONE: Torino - Orbassano - Cumiana","domenica e festivi","horizontal","1510E_As","2","","0","0"
"160","1510E","0","20251010","20251130","1","1","1","1","1","0","0","","","DIREZIONE: Cumiana - Orbassano - Torino","dal lunedì al venerdì","horizontal","1510E_Di","0","","0","0"
"161","1510E","0","20251010","20251130","0","0","0","0","0","1","0","","","DIREZIONE: Cumiana - Orbassano - Torino","sabato","horizontal","1510E_Di","1","","0","0"
"162","1510E","0","20251010","20251130","0","0","0","0","0","0","1","","","DIREZIONE: Cumiana - Orbassano - Torino","domenica e festivi","horizontal","1510E_Di","2","","0","0"
"163","1511E","1","20251010","20251130","1","1","1","1","1","0","0","","","DIREZIONE: Torino - Orbassano - Giaveno","dal lunedì al venerdì","horizontal","1511E_As","0","","0","0"
"164","1511E","1","20251010","20251130","0","0","0","0","0","1","0","","","DIREZIONE: Torino - Orbassano - Giaveno","sabato","horizontal","1511E_As","1","","0","0"
"165","1511E","1","20251010","20251130","0","0","0","0","0","0","1","","","DIREZIONE: Torino - Orbassano - Giaveno","domenica e festivi","horizontal","1511E_As","2","","0","0"
"166","1511E","0","20251010","20251130","1","1","1","1","1","0","0","","","DIREZIONE: Giaveno - Orbassano - Torino","dal lunedì al venerdì","horizontal","1511E_Di","0","","0","0"
